343
523
368
235
103
107
269
584
444
296
164
69
41
180
290
591
448
298
196
94
13
65
150
240
325
580
490
377
287
209
116
32
50
131
207
284
365
541
444
351
242
161
68
19
99
211
291
371
537
436
355
253
164
87
14
105
181
276
360
562
470
377
293
44
205
321
577
494
410
323
240
162
86
9
67
142
217
297
381
546
468
378
298
206
111
25
58
360
169
29
142
300
524
378
173
91
77
262
552
379
207
93
52
